DATE       HOUR    Light
3/5/2019   14:40   65
3/5/2019   15:40   65
3/5/2019   16:40   65
3/5/2019   17:40   65
3/5/2019   18:40   40
3/5/2019   19:40   40
3/5/2019   20:40   40
3/5/2019   21:40   40
3/5/2019   22:40   0
3/5/2019   23:40   0
4/5/2019   0:40   0
4/5/2019   1:40   0
4/5/2019   2:40   0
4/5/2019   3:40   0
4/5/2019   4:40   0
4/5/2019   5:40   0
4/5/2019   6:40   0
4/5/2019   7:40   0
4/5/2019   8:40   40
4/5/2019   9:40   40
4/5/2019   10:40   40
4/5/2019   11:40   40
4/5/2019   12:40   65
4/5/2019   13:40   65
4/5/2019   14:40   65
4/5/2019   15:40   65
4/5/2019   16:40   65
4/5/2019   17:40   65
4/5/2019   18:40   40
4/5/2019   19:40   40
4/5/2019   20:40   40
4/5/2019   21:40   40
4/5/2019   22:40   0
4/5/2019   23:40   0
5/5/2019   0:40   0
5/5/2019   1:40   0
5/5/2019   2:40   0
5/5/2019   3:40   0
5/5/2019   4:40   0
5/5/2019   5:40   0
5/5/2019   6:40   0
5/5/2019   7:40   15
5/5/2019   8:40   30
5/5/2019   9:40   45
5/5/2019   10:40   65
5/5/2019   11:40   75
5/5/2019   12:40   85
5/5/2019   13:40   87
5/5/2019   14:40   89
5/5/2019   15:40   89
5/5/2019   16:40   89
5/5/2019   17:40   82
5/5/2019   18:40   78
5/5/2019   19:40   64
5/5/2019   20:40   44
5/5/2019   21:40   24
5/5/2019   22:40   5
5/5/2019   23:40  0
6/5/2019   0:40   0
6/5/2019   1:40   0
6/5/2019   2:40   0
6/5/2019   3:40   0
6/5/2019   4:40   0
6/5/2019   5:40   0
6/5/2019   6:40   0
6/5/2019   7:40   18
6/5/2019   8:40   32
6/5/2019   9:40   47
6/5/2019   10:40   69
6/5/2019   11:40   78
6/5/2019   12:40   87
6/5/2019   13:40   89
6/5/2019   14:40   91
6/5/2019   15:40   93
6/5/2019   16:40   93
6/5/2019   17:40   87
6/5/2019   18:40   78
6/5/2019   19:40   57
6/5/2019   20:40   42
6/5/2019   21:40   28
6/5/2019   22:40   9
6/5/2019   23:40   0
7/5/2019   0:40   0
7/5/2019   1:40   0
7/5/2019   2:40   0
7/5/2019   3:40   0
7/5/2019   4:40   0
7/5/2019   5:40   0
7/5/2019   6:40   0
7/5/2019   7:40   12
7/5/2019   8:40   21
7/5/2019   9:40   38
7/5/2019   10:40   44
7/5/2019   11:40   56
7/5/2019   12:40   70
7/5/2019   13:40   74
7/5/2019   14:40   77
7/5/2019   15:40   75
7/5/2019   16:40   76
7/5/2019   17:40   66
7/5/2019   18:40   55
7/5/2019   19:40   43
7/5/2019   20:40   24
7/5/2019   21:40   5
7/5/2019   22:40   0
7/5/2019   23:40   0
8/5/2019   0:40   0
8/5/2019   1:40   0
8/5/2019   2:40   0
8/5/2019   3:40   0
8/5/2019   4:40   0
8/5/2019   5:40   0
8/5/2019   6:40   0
8/5/2019   7:40   15
8/5/2019   8:40   30
8/5/2019   9:40   45
8/5/2019   10:40   65
8/5/2019   11:40   75
8/5/2019   12:40   85
8/5/2019   13:40   87
8/5/2019   14:40   89
8/5/2019   15:40   89
8/5/2019   16:40   89
8/5/2019   17:40   82
8/5/2019   18:40   78
8/5/2019   19:40   64
8/5/2019   20:40   44
8/5/2019   21:40   24
8/5/2019   22:40   5
8/5/2019   23:40  0
9/5/2019   0:40   0
9/5/2019   1:40   0
9/5/2019   2:40   0
9/5/2019   3:40   0
9/5/2019   4:40   0
9/5/2019   5:40   0
9/5/2019   6:40   0
9/5/2019   7:40   15
9/5/2019   8:40   30
9/5/2019   9:40   45
9/5/2019   10:40   65
9/5/2019   11:40   75
9/5/2019   12:40   85
9/5/2019   13:40   87
9/5/2019   14:40   89
9/5/2019   15:40   89
9/5/2019   16:40   89
9/5/2019   17:40   82
9/5/2019   18:40   78
9/5/2019   19:40   64
9/5/2019   20:40   44
9/5/2019   21:40   24
9/5/2019   22:40   5
9/5/2019   23:40  0
10/5/2019   0:40   0
10/5/2019   1:40   0
10/5/2019   2:40   0
10/5/2019   3:40   0
10/5/2019   4:40   0
10/5/2019   5:40   0
10/5/2019   6:40   0
10/5/2019   7:40   18
10/5/2019   8:40   32
10/5/2019   9:40   47
10/5/2019   10:40   69
10/5/2019   11:40   78
10/5/2019   12:40   87
10/5/2019   13:40   89
10/5/2019   14:40   91
10/5/2019   15:40   93
10/5/2019   16:40   93
10/5/2019   17:40   87
10/5/2019   18:40   78
10/5/2019   19:40   57
10/5/2019   20:40   42
10/5/2019   21:40   28
10/5/2019   22:40   9
10/5/2019   23:40   0
11/5/2019   0:40   0
11/5/2019   1:40   0
11/5/2019   2:40   0
11/5/2019   3:40   0
11/5/2019   4:40   0
11/5/2019   5:40   0
11/5/2019   6:40   0
11/5/2019   7:40   12
11/5/2019   8:40   21
11/5/2019   9:40   38
11/5/2019   10:40   44
11/5/2019   11:40   56
11/5/2019   12:40   70
11/5/2019   13:40   74
11/5/2019   14:40   77
11/5/2019   15:40   75
11/5/2019   16:40   76
11/5/2019   17:40   66
11/5/2019   18:40   55
11/5/2019   19:40   43
11/5/2019   20:40   24
11/5/2019   21:40   5
11/5/2019   22:40   0
11/5/2019   23:40   0
12/5/2019   0:40   0
12/5/2019   1:40   0
12/5/2019   2:40   0
12/5/2019   3:40   0
12/5/2019   4:40   0
12/5/2019   5:40   0
12/5/2019   6:40   0
12/5/2019   7:40   15
12/5/2019   8:40   30
12/5/2019   9:40   45
12/5/2019   10:40   65
12/5/2019   11:40   75
12/5/2019   12:40   85
12/5/2019   13:40   87
12/5/2019   14:40   89
12/5/2019   15:40   89
12/5/2019   16:40   89
12/5/2019   17:40   82
12/5/2019   18:40   78
12/5/2019   19:40   64
12/5/2019   20:40   44
12/5/2019   21:40   24
12/5/2019   22:40   5
12/5/2019   23:40  0
13/5/2019   0:40   0
13/5/2019   1:40   0
13/5/2019   2:40   0
13/5/2019   3:40   0
13/5/2019   4:40   0
13/5/2019   5:40   0
13/5/2019   6:40   0
13/5/2019   7:40   18
13/5/2019   8:40   32
13/5/2019   9:40   47
13/5/2019   10:40   69
13/5/2019   11:40   78
13/5/2019   12:40   87
13/5/2019   13:40   89
13/5/2019   14:40   91
13/5/2019   15:40   93
13/5/2019   16:40   93
13/5/2019   17:40   87
13/5/2019   18:40   78
13/5/2019   19:40   57
13/5/2019   20:40   42
13/5/2019   21:40   28
13/5/2019   22:40   9
13/5/2019   23:40   0
14/5/2019   0:40   0
14/5/2019   1:40   0
14/5/2019   2:40   0
14/5/2019   3:40   0
14/5/2019   4:40   0
14/5/2019   5:40   0
14/5/2019   6:40   0
14/5/2019   7:40   12
14/5/2019   8:40   21
14/5/2019   9:40   38
14/5/2019   10:40   44
14/5/2019   11:40   56
14/5/2019   12:40   70
14/5/2019   13:40   74
14/5/2019   14:40   77
14/5/2019   15:40   75
14/5/2019   16:40   76
14/5/2019   17:40   66
14/5/2019   18:40   55
14/5/2019   19:40   43
14/5/2019   20:40   24
14/5/2019   21:40   5
14/5/2019   22:40   0
14/5/2019   23:40   0
15/5/2019   0:40   0
15/5/2019   1:40   0
15/5/2019   2:40   0
15/5/2019   3:40   0
15/5/2019   4:40   0
15/5/2019   5:40   0
15/5/2019   6:40   0
15/5/2019   7:40   5
15/5/2019   8:40   18
15/5/2019   9:40   32
15/5/2019   10:40   46
15/5/2019   11:40   58
15/5/2019   12:40   64
15/5/2019   13:40   66
15/5/2019   14:40   66
15/5/2019   15:40   70
15/5/2019   16:40   62
15/5/2019   17:40   56
15/5/2019   18:40   44
15/5/2019   19:40   29
15/5/2019   20:40   18
15/5/2019   21:40   3
15/5/2019   22:40   0
15/5/2019   23:40   0
16/5/2019   0:40   0
16/5/2019   1:40   0
16/5/2019   2:40   0
16/5/2019   3:40   0
16/5/2019   4:40   0
16/5/2019   5:40   0
16/5/2019   6:40   0
16/5/2019   7:40   4
16/5/2019   8:40   18
16/5/2019   9:40   32
16/5/2019   10:40   44
16/5/2019   11:40   57
16/5/2019   12:40   60
16/5/2019   13:40   62
16/5/2019   14:40   63
16/5/2019   15:40   64
